datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2025-04-30 15:00:00,NIFTY,NSE,,,,,24336.35,24388.8,24324.15,24386.95,,,193
2025-04-30 15:30:00,NIFTY,NSE,,,,,24385.75,24395.8,24230.1,24246.25,,,194
2025-04-30 16:00:00,NIFTY,NSE,,,,,24246.25,24334.2,24246.25,24334.2,,,195
2025-05-02 07:30:00,NIFTY,NSE,,,,,24334.2,24334.2,24334.2,24334.2,,,196
2025-05-02 08:00:00,NIFTY,NSE,,,,,24334.2,24334.2,24334.2,24334.2,,,197
2025-05-02 08:30:00,NIFTY,NSE,,,,,24334.2,24334.2,24334.2,24334.2,,,198
2025-05-02 09:00:00,NIFTY,NSE,,,,,24334.2,24712.95,24334.2,24678.2,,,199
2025-05-02 09:30:00,NIFTY,NSE,,,,,24679.5,24685.55,24307.25,24497.7,,,200
2025-05-02 10:00:00,NIFTY,NSE,,,,,24498.65,24576.2,24494.0,24575.8,,,201
2025-05-02 10:30:00,NIFTY,NSE,,,,,24576.15,24588.65,24505.8,24506.2,,,202
2025-05-02 11:00:00,NIFTY,NSE,,,,,24505.95,24531.15,24410.45,24443.2,,,203
2025-05-02 11:30:00,NIFTY,NSE,,,,,24443.05,24445.3,24371.2,24380.4,,,204
2025-05-02 12:00:00,NIFTY,NSE,,,,,24380.2,24381.8,24319.75,24347.95,,,205
2025-05-02 12:30:00,NIFTY,NSE,,,,,24346.75,24350.35,24239.3,24249.05,,,206
2025-05-02 13:00:00,NIFTY,NSE,,,,,24249.6,24310.85,24241.0,24289.9,,,207
2025-05-02 13:30:00,NIFTY,NSE,,,,,24290.95,24378.6,24266.2,24374.5,,,208
2025-05-02 14:00:00,NIFTY,NSE,,,,,24374.1,24412.2,24374.1,24375.6,,,209
2025-05-02 14:30:00,NIFTY,NSE,,,,,24376.2,24400.65,24293.25,24294.35,,,210
2025-05-02 15:00:00,NIFTY,NSE,,,,,24295.5,24392.05,24286.9,24392.05,,,211
2025-05-02 15:30:00,NIFTY,NSE,,,,,24392.4,24397.75,24309.85,24312.2,,,212
2025-05-02 16:00:00,NIFTY,NSE,,,,,24312.2,24346.7,24312.2,24346.7,,,213
2025-05-05 07:30:00,NIFTY,NSE,,,,,24346.7,24346.7,24346.7,24346.7,,,214
2025-05-05 08:00:00,NIFTY,NSE,,,,,24346.7,24346.7,24346.7,24346.7,,,215
2025-05-05 08:30:00,NIFTY,NSE,,,,,24346.7,24346.7,24346.7,24346.7,,,216
2025-05-05 09:00:00,NIFTY,NSE,,,,,24346.7,24731.8,24316.0,24505.6,,,217
2025-05-05 09:30:00,NIFTY,NSE,,,,,24503.6,24505.45,24395.95,24437.6,,,218
2025-05-05 10:00:00,NIFTY,NSE,,,,,24435.35,24510.6,24403.1,24507.45,,,219
2025-05-05 10:30:00,NIFTY,NSE,,,,,24508.35,24508.35,24464.0,24483.95,,,220
2025-05-05 11:00:00,NIFTY,NSE,,,,,24484.65,24526.2,24460.45,24474.7,,,221
2025-05-05 11:30:00,NIFTY,NSE,,,,,24474.8,24495.9,24459.65,24464.8,,,222
2025-05-05 12:00:00,NIFTY,NSE,,,,,24467.15,24481.6,24414.45,24443.4,,,223
2025-05-05 12:30:00,NIFTY,NSE,,,,,24443.6,24460.6,24430.0,24458.25,,,224
2025-05-05 13:00:00,NIFTY,NSE,,,,,24457.45,24475.95,24441.7,24474.7,,,225
2025-05-05 13:30:00,NIFTY,NSE,,,,,24472.75,24477.0,24434.05,24458.3,,,226
2025-05-05 14:00:00,NIFTY,NSE,,,,,24457.1,24492.9,24456.05,24483.2,,,227
2025-05-05 14:30:00,NIFTY,NSE,,,,,24484.3,24490.35,24455.0,24474.9,,,228
2025-05-05 15:00:00,NIFTY,NSE,,,,,24476.25,24492.15,24465.25,24465.25,,,229
2025-05-05 15:30:00,NIFTY,NSE,,,,,24466.35,24475.2,24442.15,24460.4,,,230
2025-05-05 16:00:00,NIFTY,NSE,,,,,24460.4,24461.15,24460.4,24461.15,,,231
2025-05-06 07:30:00,NIFTY,NSE,,,,,24461.15,24461.15,24461.15,24461.15,,,232
2025-05-06 08:00:00,NIFTY,NSE,,,,,24461.15,24461.15,24461.15,24461.15,,,233
2025-05-06 08:30:00,NIFTY,NSE,,,,,24461.15,24461.15,24461.15,24461.15,,,234
2025-05-06 09:00:00,NIFTY,NSE,,,,,24461.15,25010.15,24461.15,24470.8,,,235
2025-05-06 09:30:00,NIFTY,NSE,,,,,24467.7,24511.4,24350.3,24432.2,,,236
2025-05-06 10:00:00,NIFTY,NSE,,,,,24431.4,24477.05,24388.85,24389.2,,,237
2025-05-06 10:30:00,NIFTY,NSE,,,,,24388.2,24414.35,24369.2,24389.4,,,238
2025-05-06 11:00:00,NIFTY,NSE,,,,,24389.05,24406.15,24375.5,24402.4,,,239
2025-05-06 11:30:00,NIFTY,NSE,,,,,24402.6,24404.35,24366.9,24371.85,,,240
2025-05-06 12:00:00,NIFTY,NSE,,,,,24371.65,24393.3,24356.95,24372.25,,,241
2025-05-06 12:30:00,NIFTY,NSE,,,,,24373.2,24402.05,24372.6,24393.65,,,242
2025-05-06 13:00:00,NIFTY,NSE,,,,,24394.05,24398.55,24372.95,24375.35,,,243
2025-05-06 13:30:00,NIFTY,NSE,,,,,24376.4,24394.35,24367.05,24388.1,,,244
2025-05-06 14:00:00,NIFTY,NSE,,,,,24389.6,24407.9,24384.95,24405.65,,,245
2025-05-06 14:30:00,NIFTY,NSE,,,,,24407.5,24408.4,24361.9,24377.65,,,246
2025-05-06 15:00:00,NIFTY,NSE,,,,,24375.95,24385.55,24356.4,24372.4,,,247
2025-05-06 15:30:00,NIFTY,NSE,,,,,24373.1,24400.65,24332.75,24335.75,,,248
2025-05-06 16:00:00,NIFTY,NSE,,,,,24335.75,24379.6,24335.75,24379.6,,,249
2025-05-07 07:30:00,NIFTY,NSE,,,,,24379.6,24379.6,24379.6,24379.6,,,250
2025-05-07 08:00:00,NIFTY,NSE,,,,,24379.6,24379.6,24379.6,24379.6,,,251
2025-05-07 08:30:00,NIFTY,NSE,,,,,24379.6,24379.6,24379.6,24379.6,,,252
2025-05-07 09:00:00,NIFTY,NSE,,,,,24379.6,24379.6,24033.1,24049.2,,,253
2025-05-07 09:30:00,NIFTY,NSE,,,,,24043.15,24443.7,24041.35,24433.25,,,254
2025-05-07 10:00:00,NIFTY,NSE,,,,,24432.7,24449.35,24320.05,24356.15,,,255
2025-05-07 10:30:00,NIFTY,NSE,,,,,24358.0,24369.15,24285.0,24331.1,,,256
2025-05-07 11:00:00,NIFTY,NSE,,,,,24330.1,24372.85,24324.75,24339.55,,,257
2025-05-07 11:30:00,NIFTY,NSE,,,,,24339.75,24416.2,24339.65,24412.15,,,258
2025-05-07 12:00:00,NIFTY,NSE,,,,,24412.9,24430.4,24349.75,24355.0,,,259
2025-05-07 12:30:00,NIFTY,NSE,,,,,24354.5,24391.4,24352.9,24387.05,,,260
2025-05-07 13:00:00,NIFTY,NSE,,,,,24387.6,24400.4,24380.35,24382.3,,,261
2025-05-07 13:30:00,NIFTY,NSE,,,,,24381.95,24382.2,24354.95,24361.15,,,262
2025-05-07 14:00:00,NIFTY,NSE,,,,,24360.7,24374.95,24345.35,24373.85,,,263
2025-05-07 14:30:00,NIFTY,NSE,,,,,24374.85,24422.95,24367.85,24394.55,,,264
2025-05-07 15:00:00,NIFTY,NSE,,,,,24394.7,24426.05,24394.25,24404.45,,,265
2025-05-07 15:30:00,NIFTY,NSE,,,,,24405.8,24425.05,24401.85,24409.3,,,266
2025-05-07 16:00:00,NIFTY,NSE,,,,,24409.3,24414.4,24409.3,24414.4,,,267
